  _real,_time |   _totl,_time |   missn,_time |   timer,_time |   _zulu,_time |   local,_time |   hobbs,_time |   _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    969.51166 |     668.85242 |      30.36181 |       0.00000 |      12.42579 |      13.42579 |       5.14644 |     153.85974 |     151.98026 |     156.81693 |     156.81252 |     177.05864 |     180.46170 |     180.46170 |      -0.01709 |      -0.03851 |      -0.00163 |       2.15517 |       0.03704 |      57.51112 |      56.18001 |       2.58578 |      -0.01022 |      57.51871 |      -0.42958 |       0.02805 |      51.87557 |       4.23728 |    2126.05884 |    2118.87695 |       0.00000 |    2124.54175 |      51.50000 |       4.00000 |   16308.69629 |     489.96436 |  -41838.31250 |      67.90912 |      -1.06550 |     -43.53672 |    9377.61328 |       1.54336 | 
    969.61151 |     668.95233 |      30.46171 |       0.00000 |      12.42582 |      13.42582 |       5.14647 |     153.65413 |     151.81122 |     156.64200 |     156.63506 |     176.82202 |     180.26041 |     180.26041 |      -0.01715 |      -0.05294 |      -0.00264 |       2.05724 |      -0.22984 |      57.49886 |      56.16772 |       2.59758 |      -0.01235 |      57.52067 |      -0.53924 |       0.03935 |      51.87561 |       4.23738 |    2125.83276 |    2118.65112 |       0.00000 |    2124.78735 |      51.50000 |       4.00000 |   16315.47656 |     489.84961 |  -41842.66016 |      67.83330 |      -1.21862 |     -43.48422 |    9404.03809 |       1.54771 | 
    969.71167 |     669.05243 |      30.56182 |       0.00000 |      12.42585 |      13.42585 |       5.14650 |     153.45178 |     151.64603 |     156.47089 |     156.46083 |     176.58916 |     180.06349 |     180.06351 |      -0.01723 |      -0.06384 |      -0.00360 |       1.95851 |      -0.57061 |      57.48139 |      56.15022 |       2.60967 |      -0.01300 |      57.51942 |      -0.64987 |       0.04976 |      51.87564 |       4.23748 |    2125.55566 |    2118.37402 |       0.00000 |    2124.98584 |      51.50000 |       4.00000 |   16322.26270 |     489.71927 |  -41847.01172 |      67.75644 |      -1.37279 |     -43.43639 |    9430.48633 |       1.55206 | 
    969.81165 |     669.15240 |      30.66181 |       0.00000 |      12.42588 |      13.42588 |       5.14652 |     153.25327 |     151.48683 |     156.30592 |     156.29213 |     176.36072 |     179.87364 |     179.87364 |      -0.01691 |      -0.06304 |      -0.00408 |       1.86022 |      -0.94088 |      57.46033 |      56.12913 |       2.62306 |      -0.01088 |      57.51332 |      -0.76127 |       0.05456 |      51.87568 |       4.23758 |    2125.22827 |    2118.04663 |       0.00000 |    2125.13745 |      51.50000 |       4.00000 |   16329.03320 |     489.57364 |  -41851.35156 |      67.67830 |      -1.52781 |     -43.39582 |    9456.87012 |       1.55640 | 
    969.91162 |     669.25238 |      30.76181 |       0.00000 |      12.42590 |      13.42590 |       5.14655 |     153.05841 |     151.33185 |     156.14511 |     156.12685 |     176.13647 |     179.68860 |     179.68860 |      -0.01532 |      -0.05288 |      -0.00411 |       1.76704 |      -1.27356 |      57.43858 |      56.10735 |       2.64534 |      -0.00600 |      57.50241 |      -0.87649 |       0.05302 |      51.87572 |       4.23767 |    2124.84888 |    2117.66748 |       0.00000 |    2125.24048 |      51.50000 |       4.00000 |   16335.79688 |     489.41223 |  -41855.68750 |      67.59799 |      -1.68789 |     -43.36183 |    9483.23145 |       1.56074 | 
    970.01166 |     669.35242 |      30.86181 |       0.00000 |      12.42593 |      13.42593 |       5.14658 |     152.86725 |     151.18007 |     155.98752 |     155.96393 |     175.91649 |     179.50725 |     179.50725 |      -0.01194 |      -0.04147 |      -0.00399 |       1.68879 |      -1.54124 |      57.41735 |      56.08608 |       2.68713 |       0.00051 |      57.48815 |      -0.99636 |       0.04956 |      51.87576 |       4.23777 |    2124.41577 |    2117.23438 |       0.00000 |    2125.29639 |      51.50000 |       4.00000 |   16342.55176 |     489.23447 |  -41860.02344 |      67.51617 |      -1.85422 |     -43.33239 |    9509.56543 |       1.56507 | 
    970.11182 |     669.45264 |      30.96202 |       0.00000 |      12.42596 |      13.42596 |       5.14661 |     152.67931 |     151.03146 |     155.83307 |     155.80351 |     175.70021 |     179.32950 |     179.32948 |      -0.00849 |      -0.03100 |      -0.00383 |       1.63040 |      -1.74694 |      57.39665 |      56.06535 |       2.74804 |       0.00813 |      57.47132 |      -1.11558 |       0.04606 |      51.87580 |       4.23787 |    2123.92700 |    2116.74536 |       0.00000 |    2125.30347 |      51.50000 |       4.00000 |   16349.31348 |     489.03967 |  -41864.36328 |      67.43353 |      -2.01935 |     -43.30661 |    9535.92871 |       1.56941 | 
    970.21173 |     669.55255 |      31.06193 |       0.00000 |      12.42599 |      13.42599 |       5.14664 |     152.49535 |     150.88651 |     155.68225 |     155.64624 |     175.48851 |     179.15594 |     179.15593 |      -0.00516 |      -0.02213 |      -0.00366 |       1.59169 |      -1.89655 |      57.37656 |      56.04523 |       2.82602 |       0.01641 |      57.45272 |      -1.23229 |       0.04302 |      51.87584 |       4.23797 |    2123.38599 |    2116.20435 |       0.00000 |    2125.26245 |      51.50000 |       4.00000 |   16356.04590 |     488.82916 |  -41868.69141 |      67.35091 |      -2.18069 |     -43.28378 |    9562.18164 |       1.57373 | 
    970.31189 |     669.65265 |      31.16206 |       0.00000 |      12.42601 |      13.42601 |       5.14666 |     152.31429 |     150.74435 |     155.53424 |     155.49139 |     175.28015 |     178.98561 |     178.98561 |      -0.00250 |      -0.01502 |      -0.00351 |       1.57009 |      -2.00110 |      57.35687 |      56.02551 |       2.91687 |       0.02502 |      57.43275 |      -1.34485 |       0.04090 |      51.87588 |       4.23807 |    2122.79199 |    2115.61011 |       0.00000 |    2125.17090 |      51.50000 |       4.00000 |   16362.78613 |     488.60229 |  -41873.02344 |      67.26836 |      -2.33595 |     -43.26323 |    9588.46777 |       1.57806 | 
    970.41187 |     669.75262 |      31.26202 |       0.00000 |      12.42604 |      13.42604 |       5.14669 |     152.13663 |     150.60532 |     155.38931 |     155.33939 |     175.07571 |     178.81883 |     178.81883 |      -0.00045 |      -0.01005 |      -0.00342 |       1.56154 |      -2.07115 |      57.33745 |      56.00605 |       3.01587 |       0.03352 |      57.41197 |      -1.45254 |       0.04009 |      51.87592 |       4.23816 |    2122.14893 |    2114.96704 |       0.00000 |    2125.02979 |      51.50000 |       4.00000 |   16369.50586 |     488.36072 |  -41877.34766 |      67.18646 |      -2.48419 |     -43.24441 |    9614.68457 |       1.58237 | 
    970.51190 |     669.85266 |      31.36205 |       0.00000 |      12.42607 |      13.42607 |       5.14672 |     151.96173 |     150.46881 |     155.24687 |     155.18964 |     174.87444 |     178.65491 |     178.65491 |       0.00116 |      -0.00687 |      -0.00339 |       1.56367 |      -2.11854 |      57.31796 |      55.98653 |       3.12099 |       0.04173 |      57.39064 |      -1.55570 |       0.04061 |      51.87595 |       4.23826 |    2121.45801 |    2114.27588 |       0.00000 |    2124.83862 |      51.50000 |       4.00000 |   16376.22168 |     488.10449 |  -41881.67188 |      67.10518 |      -2.62585 |     -43.22685 |    9640.89355 |       1.58669 | 
    970.61176 |     669.95251 |      31.46192 |       0.00000 |      12.42610 |      13.42610 |       5.14675 |     151.78983 |     150.33502 |     155.10716 |     155.04260 |     174.67662 |     178.49414 |     178.49414 |       0.00205 |      -0.00471 |      -0.00340 |       1.57274 |      -2.15150 |      57.29827 |      55.96681 |       3.22736 |       0.04958 |      57.36891 |      -1.65317 |       0.04209 |      51.87599 |       4.23836 |    2120.72314 |    2113.54102 |       0.00000 |    2124.59814 |      51.50000 |       4.00000 |   16382.91895 |     487.83496 |  -41885.98828 |      67.02479 |      -2.75938 |     -43.21053 |    9667.03320 |       1.59099 | 
    970.71161 |     670.05237 |      31.56179 |       0.00000 |      12.42613 |      13.42613 |       5.14677 |     151.62047 |     150.20348 |     154.96967 |     154.89763 |     174.48172 |     178.33591 |     178.33591 |       0.00291 |      -0.00253 |      -0.00340 |       1.58624 |      -2.17269 |      57.27834 |      55.94685 |       3.33446 |       0.05703 |      57.34678 |      -1.74696 |       0.04392 |      51.87603 |       4.23846 |    2119.94556 |    2112.76318 |       0.00000 |    2124.30713 |      51.50000 |       4.00000 |   16389.60938 |     487.55243 |  -41890.30078 |      66.94504 |      -2.88758 |     -43.19520 |    9693.14941 |       1.59529 | 
    970.81165 |     670.15240 |      31.66180 |       0.00000 |      12.42615 |      13.42615 |       5.14680 |     151.45332 |     150.07422 |     154.83443 |     154.75491 |     174.28938 |     178.18028 |     178.18028 |       0.00342 |       0.00123 |      -0.00333 |       1.60414 |      -2.17703 |      57.25840 |      55.92688 |       3.44147 |       0.06405 |      57.32413 |      -1.83625 |       0.04508 |      51.87607 |       4.23856 |    2119.12573 |    2111.39624 |       1.00000 |    2123.96533 |      51.50000 |       4.00000 |   16396.29883 |     487.25696 |  -41894.62109 |      66.86591 |      -3.00934 |     -43.18111 |    9719.27734 |       1.59959 | 
    970.91156 |     670.25232 |      31.76172 |       0.00000 |      12.42618 |      13.42618 |       5.14683 |     151.28868 |     149.94771 |     154.70193 |     154.61507 |     174.09991 |     178.02782 |     178.02782 |       0.00331 |       0.00530 |      -0.00323 |       1.62299 |      -2.15753 |      57.23899 |      55.90744 |       3.54411 |       0.07014 |      57.30133 |      -1.92021 |       0.04593 |      51.87611 |       4.23865 |    2118.26807 |    2109.42407 |       1.00000 |    2123.57471 |      51.50000 |       4.00000 |   16402.97656 |     486.95007 |  -41898.93359 |      66.78793 |      -3.12353 |     -43.16800 |    9745.35645 |       1.60388 | 
    971.01154 |     670.35229 |      31.86169 |       0.00000 |      12.42621 |      13.42621 |       5.14686 |     151.12627 |     149.82376 |     154.57202 |     154.47781 |     173.91301 |     177.87833 |     177.87833 |       0.00313 |       0.00859 |      -0.00315 |       1.64101 |      -2.11718 |      57.22012 |      55.88853 |       3.64243 |       0.07495 |      57.27878 |      -2.00067 |       0.04717 |      51.87615 |       4.23875 |    2117.37354 |    2107.41504 |       1.00000 |    2123.13647 |      51.50000 |       4.00000 |   16409.64844 |     486.63184 |  -41903.25000 |      66.71130 |      -3.23270 |     -43.15529 |    9771.42676 |       1.60817 | 
    971.11157 |     670.45239 |      31.96178 |       0.00000 |      12.42624 |      13.42624 |       5.14689 |     150.96596 |     149.70226 |     154.44453 |     154.34282 |     173.72853 |     177.73160 |     177.73160 |       0.00353 |       0.01266 |      -0.00302 |       1.65934 |      -2.05719 |      57.20176 |      55.87015 |       3.73946 |       0.07850 |      57.25653 |      -2.07950 |       0.04800 |      51.87619 |       4.23885 |    2116.44214 |    2105.36938 |       1.00000 |    2122.64941 |      51.50000 |       4.00000 |   16416.32227 |     486.30246 |  -41907.56641 |      66.63591 |      -3.33949 |     -43.14282 |    9797.50488 |       1.61246 | 
    971.21161 |     670.55237 |      32.06178 |       0.00000 |      12.42626 |      13.42626 |       5.14691 |     150.80806 |     149.58365 |     154.31996 |     154.21092 |     173.54681 |     177.58824 |     177.58826 |       0.00363 |       0.01988 |      -0.00273 |       1.67995 |      -1.96446 |      57.18460 |      55.85295 |       3.83463 |       0.08063 |      57.23446 |      -2.15416 |       0.04667 |      51.87622 |       4.23894 |    2115.47754 |    2103.29224 |       1.00000 |    2122.11572 |      51.50000 |       4.00000 |   16422.98242 |     485.96295 |  -41911.88281 |      66.56201 |      -3.44038 |     -43.13101 |    9823.53711 |       1.61675 | 
    971.31152 |     670.65228 |      32.16168 |       0.00000 |      12.42629 |      13.42629 |       5.14694 |     150.65263 |     149.46809 |     154.19849 |     154.08238 |     173.36797 |     177.44846 |     177.44847 |       0.00286 |       0.02792 |      -0.00234 |       1.69811 |      -1.82533 |      57.16964 |      55.83796 |       3.92210 |       0.08042 |      57.21318 |      -2.22352 |       0.04399 |      51.87626 |       4.23904 |    2114.48242 |    2101.18652 |       1.00000 |    2121.53735 |      51.50000 |       4.00000 |   16429.62695 |     485.61417 |  -41916.19141 |      66.49021 |      -3.53383 |     -43.11922 |    9849.52051 |       1.62102 | 
    971.41162 |     670.75244 |      32.26182 |       0.00000 |      12.42632 |      13.42632 |       5.14697 |     150.49919 |     149.35538 |     154.07985 |     153.95659 |     173.19138 |     177.31194 |     177.31195 |       0.00283 |       0.03297 |      -0.00204 |       1.71315 |      -1.64784 |      57.15680 |      55.82510 |       4.00575 |       0.07731 |      57.19372 |      -2.29213 |       0.04196 |      51.87630 |       4.23914 |    2113.45435 |    2099.04639 |       1.00000 |    2120.91309 |      51.50000 |       4.00000 |   16436.28125 |     485.25531 |  -41920.50781 |      66.42097 |      -3.62613 |     -43.10604 |    9875.54395 |       1.62531 | 
    971.51160 |     670.85242 |      32.36179 |       0.00000 |      12.42635 |      13.42635 |       5.14700 |     150.34842 |     149.24487 |     153.96346 |     153.83218 |     173.01788 |     177.17798 |     177.17799 |       0.00607 |       0.03659 |      -0.00176 |       1.73745 |      -1.44878 |      57.14536 |      55.81362 |       4.10426 |       0.07166 |      57.17649 |      -2.36628 |       0.04008 |      51.87634 |       4.23924 |    2112.39673 |    2097.33789 |       1.00000 |    2120.24683 |      51.50000 |       4.00000 |   16442.91797 |     484.88748 |  -41924.81641 |      66.35400 |      -3.72598 |     -43.09058 |    9901.50195 |       1.62958 | 
    971.61157 |     670.95239 |      32.46177 |       0.00000 |      12.42638 |      13.42638 |       5.14702 |     150.19997 |     149.13689 |     153.84956 |     153.71037 |     172.84705 |     177.04692 |     177.04692 |       0.00964 |       0.04169 |      -0.00139 |       1.78382 |      -1.22378 |      57.13537 |      55.80360 |       4.22189 |       0.06347 |      57.16109 |      -2.43743 |       0.03642 |      51.87638 |       4.23933 |    2111.30615 |    2095.96777 |       1.00000 |    2119.53833 |      51.50000 |       4.00000 |   16449.54883 |     484.50964 |  -41929.12500 |      66.28957 |      -3.82158 |     -43.07372 |    9927.44434 |       1.63385 | 
    971.71161 |     671.05237 |      32.56179 |       0.00000 |      12.42640 |      13.42640 |       5.14705 |     150.05368 |     149.03226 |     153.73906 |     153.59271 |     172.67870 |     176.91977 |     176.91977 |       0.01176 |       0.04546 |      -0.00104 |       1.84600 |      -0.97142 |      57.12744 |      55.79564 |       4.34695 |       0.05214 |      57.14801 |      -2.50018 |       0.03212 |      51.87642 |       4.23943 |    2110.18579 |    2094.56787 |       1.00000 |    2118.78906 |      51.50000 |       4.00000 |   16456.17578 |     484.12280 |  -41933.42969 |      66.22871 |      -3.90553 |     -43.05539 |    9953.37500 |       1.63811 | 
    971.81171 |     671.15253 |      32.66190 |       0.00000 |      12.42643 |      13.42643 |       5.14708 |     149.90926 |     148.93095 |     153.63197 |     153.47905 |     172.51250 |     176.79652 |     176.79652 |       0.01343 |       0.03958 |      -0.00108 |       1.91941 |      -0.72419 |      57.12056 |      55.78873 |       4.47702 |       0.03752 |      57.13864 |      -2.55669 |       0.03170 |      51.87646 |       4.23953 |    2109.03857 |    2093.14063 |       1.00000 |    2117.99951 |      51.50000 |       4.00000 |   16462.80273 |     483.72766 |  -41937.73828 |      66.17239 |      -3.98082 |     -43.03390 |    9979.30957 |       1.64238 | 
    971.91150 |     671.25226 |      32.76168 |       0.00000 |      12.42646 |      13.42646 |       5.14711 |     149.76727 |     148.83342 |     153.52870 |     153.37024 |     172.34911 |     176.67767 |     176.67767 |       0.01327 |       0.03065 |      -0.00127 |       1.99601 |      -0.52659 |      57.11302 |      55.78116 |       4.60045 |       0.02229 |      57.13204 |      -2.60342 |       0.03285 |      51.87650 |       4.23962 |    2107.87256 |    2091.69629 |       1.00000 |    2117.17407 |      51.50000 |       4.00000 |   16469.40234 |     483.32703 |  -41942.03125 |      66.12030 |      -4.04260 |     -43.01067 |   10005.14160 |       1.64663 | 
    972.01160 |     671.35236 |      32.86177 |       0.00000 |      12.42649 |      13.42649 |       5.14714 |     149.62680 |     148.73918 |     153.42879 |     153.26593 |     172.18745 |     176.56270 |     176.56270 |       0.01092 |       0.02340 |      -0.00139 |       2.06647 |      -0.37447 |      57.10487 |      55.77298 |       4.70764 |       0.00761 |      57.12708 |      -2.64008 |       0.03260 |      51.87653 |       4.23972 |    2106.68506 |    2090.22974 |       1.00000 |    2116.30908 |      51.50000 |       4.00000 |   16476.01758 |     482.91965 |  -41946.33594 |      66.07140 |      -4.09054 |     -42.98691 |   10031.03516 |       1.65090 | 
    972.11151 |     671.45227 |      32.96167 |       0.00000 |      12.42651 |      13.42651 |       5.14716 |     149.48877 |     148.64929 |     153.33333 |     153.16769 |     172.02861 |     176.45284 |     176.45287 |       0.00478 |       0.01795 |      -0.00143 |       2.11092 |      -0.25857 |      57.09657 |      55.76465 |       4.77547 |      -0.00609 |      57.12328 |      -2.66344 |       0.03093 |      51.87657 |       4.23981 |    2105.48730 |    2088.75317 |       1.00000 |    2115.40991 |      51.50000 |       4.00000 |   16482.61719 |     482.50931 |  -41950.62891 |      66.02606 |      -4.12023 |     -42.96360 |   10056.86230 |       1.65515 | 
    972.21161 |     671.55237 |      33.06177 |       0.00000 |      12.42654 |      13.42654 |       5.14719 |     149.35298 |     148.56308 |     153.24165 |     153.07341 |     171.87234 |     176.34735 |     176.34734 |      -0.00161 |       0.01369 |      -0.00142 |       2.11815 |      -0.16967 |      57.08840 |      55.75645 |       4.80429 |      -0.01872 |      57.12041 |      -2.68503 |       0.02814 |      51.87661 |       4.23991 |    2104.27832 |    2087.26538 |       1.00000 |    2114.47559 |      51.50000 |       4.00000 |   16489.22266 |     482.09543 |  -41954.92969 |      65.98314 |      -4.14754 |     -42.94033 |   10082.72266 |       1.65940 | 
    972.31158 |     671.65234 |      33.16177 |       0.00000 |      12.42657 |      13.42657 |       5.14722 |     149.22047 |     148.48102 |     153.15427 |     152.98273 |     171.71986 |     176.24678 |     176.24675 |      -0.00617 |       0.01017 |      -0.00137 |       2.09374 |      -0.10260 |      57.08053 |      55.74855 |       4.80650 |      -0.03008 |      57.11830 |      -2.71166 |       0.02451 |      51.87665 |       4.24001 |    2103.06030 |    2085.84912 |       1.00000 |    2113.51001 |      51.50000 |       4.00000 |   16495.81836 |     481.67889 |  -41959.22266 |      65.94231 |      -4.18186 |     -42.91719 |   10108.54297 |       1.66365 | 
    972.41162 |     671.75238 |      33.26177 |       0.00000 |      12.42660 |      13.42660 |       5.14725 |     149.09184 |     148.40370 |     153.07172 |     152.89638 |     171.57184 |     176.15179 |     176.15179 |      -0.00946 |       0.00661 |      -0.00133 |       2.04748 |      -0.05550 |      57.07293 |      55.74091 |       4.79125 |      -0.04010 |      57.11678 |      -2.74270 |       0.02056 |      51.87669 |       4.24010 |    2101.82983 |    2084.53809 |       1.00000 |    2112.51538 |      51.50000 |       4.00000 |   16502.41211 |     481.25854 |  -41963.51172 |      65.90376 |      -4.22231 |     -42.89451 |   10134.35059 |       1.66790 | 
    972.51166 |     671.85242 |      33.36182 |       0.00000 |      12.42663 |      13.42663 |       5.14727 |     148.96750 |     148.33089 |     152.99377 |     152.81326 |     171.42874 |     176.06210 |     176.06210 |      -0.00960 |       0.00183 |      -0.00135 |       1.99114 |      -0.03255 |      57.06537 |      55.73333 |       4.77585 |      -0.04858 |      57.11577 |      -2.78364 |       0.01705 |      51.87672 |       4.24020 |    2100.58325 |    2083.21069 |       1.00000 |    2111.49292 |      51.50000 |       4.00000 |   16509.00195 |     480.83331 |  -41967.80078 |      65.86698 |      -4.27643 |     -42.87206 |   10160.15137 |       1.67215 | 
    972.61145 |     671.95227 |      33.46166 |       0.00000 |      12.42665 |      13.42665 |       5.14730 |     148.84810 |     148.26250 |     152.92036 |     152.73323 |     171.29134 |     175.97763 |     175.97763 |      -0.00613 |      -0.00241 |      -0.00137 |       1.94652 |      -0.03592 |      57.05766 |      55.72558 |       4.78252 |      -0.05505 |      57.11482 |      -2.83492 |       0.01340 |      51.87676 |       4.24029 |    2099.31885 |    2081.86597 |       1.00000 |    2110.44629 |      51.50000 |       4.00000 |   16515.57617 |     480.40268 |  -41972.08203 |      65.83154 |      -4.34477 |     -42.85032 |   10185.88770 |       1.67638 | 
    972.71155 |     672.05237 |      33.56176 |       0.00000 |      12.42668 |      13.42668 |       5.14733 |     148.73323 |     148.19948 |     152.85245 |     152.65863 |     171.15915 |     175.89946 |     175.89948 |      -0.00272 |      -0.00570 |      -0.00137 |       1.92227 |      -0.06089 |      57.04983 |      55.71772 |       4.80914 |      -0.05953 |      57.11359 |      -2.88577 |       0.00944 |      51.87680 |       4.24039 |    2098.02832 |    2080.49487 |       1.00000 |    2109.37207 |      51.50000 |       4.00000 |   16522.16406 |     479.96411 |  -41976.37109 |      65.79823 |      -4.41263 |     -42.83042 |   10211.67480 |       1.68063 | 
    972.81152 |     672.15228 |      33.66169 |       0.00000 |      12.42671 |      13.42671 |       5.14736 |     148.62329 |     148.14172 |     152.78992 |     152.58928 |     171.03264 |     175.82751 |     175.82751 |       0.00115 |      -0.00695 |      -0.00130 |       1.91856 |      -0.09834 |      57.04222 |      55.71009 |       4.85631 |      -0.06206 |      57.11176 |      -2.93659 |       0.00467 |      51.87684 |       4.24049 |    2096.71777 |    2079.10376 |       1.00000 |    2108.27563 |      51.50000 |       4.00000 |   16528.73828 |     479.51944 |  -41980.64844 |      65.76672 |      -4.48053 |     -42.81269 |   10237.40820 |       1.68486 | 
    972.91162 |     672.25238 |      33.76178 |       0.00000 |      12.42674 |      13.42674 |       5.14739 |     148.51776 |     148.08943 |     152.73296 |     152.52596 |     170.91119 |     175.76196 |     175.76196 |       0.00430 |      -0.00681 |      -0.00118 |       1.93603 |      -0.13871 |      57.03517 |      55.70301 |       4.92058 |      -0.06306 |      57.10928 |      -2.98335 |      -0.00058 |      51.87688 |       4.24058 |    2095.38354 |    2077.68896 |       1.00000 |    2107.15454 |      51.50000 |       4.00000 |   16535.32031 |     479.06750 |  -41984.93359 |      65.73734 |      -4.54300 |     -42.79744 |   10263.17090 |       1.68910 | 
    973.01147 |     672.35223 |      33.86166 |       0.00000 |      12.42676 |      13.42676 |       5.14741 |     148.41692 |     148.04323 |     152.68227 |     152.46989 |     170.79514 |     175.70363 |     175.70358 |       0.00544 |      -0.00618 |      -0.00104 |       1.96472 |      -0.17591 |      57.02885 |      55.69666 |       4.98804 |      -0.06296 |      57.10628 |      -3.02207 |      -0.00580 |      51.87691 |       4.24068 |    2094.03369 |    2076.25854 |       1.00000 |    2106.01318 |      51.50000 |       4.00000 |   16541.88281 |     478.61090 |  -41989.20703 |      65.71074 |      -4.59459 |     -42.78489 |   10288.87012 |       1.69333 | 
    973.11151 |     672.45227 |      33.96166 |       0.00000 |      12.42679 |      13.42679 |       5.14744 |     148.32013 |     148.00218 |     152.63683 |     152.41953 |     170.68376 |     175.65134 |     175.65134 |       0.00642 |      -0.00568 |      -0.00090 |       1.99880 |      -0.20988 |      57.02330 |      55.69107 |       5.05779 |      -0.06188 |      57.10286 |      -3.05768 |      -0.01060 |      51.87695 |       4.24077 |    2092.66626 |    2074.81055 |       1.00000 |    2104.84888 |      51.50000 |       4.00000 |   16548.45313 |     478.14883 |  -41993.48438 |      65.68629 |      -4.64207 |     -42.77443 |   10314.59180 |       1.69756 | 
    973.21155 |     672.55237 |      34.06174 |       0.00000 |      12.42682 |      13.42682 |       5.14747 |     148.22749 |     147.96655 |     152.59697 |     152.37515 |     170.57716 |     175.60545 |     175.60545 |       0.00713 |      -0.00526 |      -0.00078 |       2.03811 |      -0.24128 |      57.01842 |      55.68616 |       5.12915 |      -0.05992 |      57.09909 |      -3.08971 |      -0.01495 |      51.87699 |       4.24087 |    2091.28271 |    2073.30957 |       1.00000 |    2103.66260 |      51.50000 |       4.00000 |   16555.02539 |     477.68192 |  -41997.76563 |      65.66417 |      -4.68477 |     -42.76608 |   10340.32520 |       1.70180 | 
    973.31158 |     672.65240 |      34.16179 |       0.00000 |      12.42685 |      13.42685 |       5.14750 |     148.13901 |     147.93642 |     152.56273 |     152.33691 |     170.47533 |     175.56607 |     175.56607 |       0.00748 |      -0.00500 |      -0.00067 |       2.08008 |      -0.27061 |      57.01421 |      55.68192 |       5.19926 |      -0.05711 |      57.09501 |      -3.11781 |      -0.01876 |      51.87703 |       4.24097 |    2089.88647 |    2071.76709 |       1.00000 |    2102.45581 |      51.50000 |       4.00000 |   16561.59375 |     477.21115 |  -42002.04297 |      65.64449 |      -4.72227 |     -42.75985 |   10366.04395 |       1.70603 | 
    973.41150 |     672.75226 |      34.26167 |       0.00000 |      12.42688 |      13.42688 |       5.14752 |     148.05481 |     147.91176 |     152.53413 |     152.30467 |     170.37843 |     175.53314 |     175.53316 |       0.00792 |      -0.00485 |      -0.00058 |       2.12454 |      -0.29889 |      57.01050 |      55.67818 |       5.26909 |      -0.05355 |      57.09067 |      -3.14316 |      -0.02200 |      51.87707 |       4.24106 |    2088.48120 |    2070.21509 |       1.00000 |    2101.23022 |      51.50000 |       4.00000 |   16568.15039 |     476.73761 |  -42006.31250 |      65.62720 |      -4.75615 |     -42.75563 |   10391.71484 |       1.71026 | 
    973.51147 |     672.85223 |      34.36165 |       0.00000 |      12.42690 |      13.42690 |       5.14755 |     147.97479 |     147.89282 |     152.51141 |     152.27888 |     170.28636 |     175.50700 |     175.50702 |       0.00793 |      -0.00468 |      -0.00050 |       2.17020 |      -0.32625 |      57.00727 |      55.67492 |       5.33600 |      -0.04927 |      57.08605 |      -3.16440 |      -0.02472 |      51.87711 |       4.24116 |    2087.06421 |    2068.78955 |       1.00000 |    2099.98340 |      51.50000 |       4.00000 |   16574.71094 |     476.26050 |  -42010.58984 |      65.61250 |      -4.78460 |     -42.75357 |   10417.40332 |       1.71448 | 
    973.61151 |     672.95233 |      34.46171 |       0.00000 |      12.42693 |      13.42693 |       5.14758 |     147.89908 |     147.87979 |     152.49472 |     152.25964 |     170.19922 |     175.48781 |     175.48781 |       0.00755 |      -0.00464 |      -0.00043 |       2.21470 |      -0.35286 |      57.00446 |      55.67207 |       5.39789 |      -0.04436 |      57.08118 |      -3.18177 |      -0.02683 |      51.87714 |       4.24125 |    2085.63745 |    2067.37061 |       1.00000 |    2098.71729 |      51.50000 |       4.00000 |   16581.27539 |     475.78046 |  -42014.86719 |      65.60046 |      -4.80795 |     -42.75368 |   10443.11035 |       1.71871 | 
    973.71167 |     673.05243 |      34.56184 |       0.00000 |      12.42696 |      13.42696 |       5.14761 |     147.82780 |     147.87300 |     152.48451 |     152.24759 |     170.11720 |     175.47604 |     175.47604 |       0.00630 |      -0.00482 |      -0.00039 |       2.25455 |      -0.37997 |      57.00194 |      55.66953 |       5.45021 |      -0.03888 |      57.07608 |      -3.19424 |      -0.02825 |      51.87718 |       4.24135 |    2084.20361 |    2065.94434 |       1.00000 |    2097.43213 |      51.50000 |       4.00000 |   16587.84375 |     475.29807 |  -42019.14844 |      65.59135 |      -4.82479 |     -42.75610 |   10468.83203 |       1.72295 | 
