  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____M,_ftlb |   ____L,_ftlb |   ____N,_ftlb |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    175.30612 |     175.22499 |     178.82652 |     178.82643 |     201.73869 |     205.78990 |     205.78990 |   18167.37500 |    -567.75177 |     276.59088 |      -0.00086 |      -0.00021 |       0.00056 |       5.40398 |       0.36814 |      57.41779 |      56.07916 |       5.46361 |      -0.00996 |      57.39162 |      -0.05843 |      -0.01092 |      51.88511 |       4.26086 |    1384.22827 |    1352.94568 |       1.00000 |    1384.55017 |      51.50000 |       4.00000 |   17924.75586 |     252.43105 |  -42904.25781 |      77.31753 |      -0.64824 |     -49.84879 |   15727.99121 |       2.58849 | 
    175.22467 |     175.12709 |     178.72652 |     178.72635 |     201.64496 |     205.67480 |     205.67477 |   34377.00391 |    -476.51544 |     298.04889 |      -0.00016 |      -0.00027 |       0.00057 |       5.40117 |       0.36705 |      57.42115 |      56.08249 |       5.47061 |      -0.01031 |      57.39538 |      -0.06824 |      -0.01135 |      51.88515 |       4.26097 |    1384.19348 |    1353.39063 |       1.00000 |    1384.51147 |      51.50000 |       4.00000 |   17932.57422 |     252.36459 |  -42909.29688 |      77.27741 |      -0.66373 |     -49.81583 |   15758.50391 |       2.59352 | 
    175.14229 |     175.02959 |     178.62691 |     178.62675 |     201.55016 |     205.56018 |     205.56020 |   29115.82813 |    -392.32208 |     310.81293 |       0.00057 |      -0.00031 |       0.00058 |       5.40283 |       0.36567 |      57.42457 |      56.08587 |       5.48214 |      -0.01056 |      57.39911 |      -0.07810 |      -0.01178 |      51.88520 |       4.26108 |    1384.15381 |    1353.82764 |       1.00000 |    1384.47485 |      51.50000 |       4.00000 |   17940.33398 |     252.29700 |  -42914.30078 |      77.23746 |      -0.67930 |     -49.78305 |   15788.79688 |       2.59850 | 
    175.08966 |     174.96799 |     178.56398 |     178.56381 |     201.48959 |     205.48778 |     205.48779 |   25611.26953 |    -341.08313 |     313.66364 |       0.00097 |      -0.00034 |       0.00058 |       5.40586 |       0.36468 |      57.42676 |      56.08804 |       5.49107 |      -0.01067 |      57.40145 |      -0.08401 |      -0.01205 |      51.88522 |       4.26115 |    1384.12610 |    1354.10022 |       1.00000 |    1384.45276 |      51.50000 |       4.00000 |   17945.22461 |     252.25360 |  -42917.45313 |      77.21220 |      -0.68859 |     -49.76236 |   15807.88574 |       2.60164 | 
    174.95943 |     174.82051 |     178.41328 |     178.41304 |     201.33972 |     205.31435 |     205.31435 |  -18290.84570 |     660.21271 |     342.33746 |       0.00084 |      -0.00033 |       0.00060 |       5.41443 |       0.36210 |      57.43206 |      56.09329 |       5.50994 |      -0.01082 |      57.40703 |      -0.09431 |      -0.01264 |      51.88529 |       4.26132 |    1384.05359 |    1354.74023 |       1.00000 |    1384.39978 |      51.50000 |       4.00000 |   17956.85938 |     252.14830 |  -42924.94922 |      77.15169 |      -0.70467 |     -49.71289 |   15853.29590 |       2.60912 | 
    174.82602 |     174.67232 |     178.26183 |     178.26155 |     201.18620 |     205.14006 |     205.14006 |  -18578.10742 |    -369.81210 |     307.04962 |       0.00019 |      -0.00033 |       0.00061 |       5.41850 |       0.35982 |      57.43745 |      56.09863 |       5.52256 |      -0.01084 |      57.41258 |      -0.10285 |      -0.01316 |      51.88536 |       4.26149 |    1383.97412 |    1355.37231 |       1.00000 |    1384.34631 |      51.50000 |       4.00000 |   17968.48438 |     252.04091 |  -42932.43750 |      77.09084 |      -0.71790 |     -49.66329 |   15898.66699 |       2.61658 | 
    174.68958 |     174.52377 |     178.11003 |     178.10970 |     201.02917 |     204.96536 |     204.96538 |  -17513.23438 |   -7060.45654 |     -23.51887 |      -0.00044 |      -0.00091 |       0.00062 |       5.41701 |       0.35563 |      57.44292 |      56.10404 |       5.53020 |      -0.01048 |      57.41804 |      -0.11198 |      -0.01386 |      51.88543 |       4.26166 |    1383.88770 |    1356.59131 |       1.00000 |    1384.29077 |      51.50000 |       4.00000 |   17980.10156 |     251.93146 |  -42939.92188 |      77.02974 |      -0.73205 |     -49.61374 |   15943.99902 |       2.62404 | 
    174.55057 |     174.37526 |     177.95821 |     177.95779 |     200.86922 |     204.79066 |     204.79063 |  -15944.57910 |   -7384.65332 |    -543.00153 |      -0.00102 |      -0.00267 |       0.00060 |       5.41032 |       0.33911 |      57.44830 |      56.10936 |       5.53391 |      -0.00877 |      57.42328 |      -0.12238 |      -0.01499 |      51.88549 |       4.26183 |    1383.79346 |    1363.10254 |       1.00000 |    1384.23169 |      51.50000 |       4.00000 |   17991.70898 |     251.81972 |  -42947.39844 |      76.96841 |      -0.74822 |     -49.56443 |   15989.29395 |       2.63150 | 
    174.41193 |     174.22926 |     177.80896 |     177.80846 |     200.70967 |     204.61890 |     204.61888 |  -14363.18848 |    1754.88269 |    -529.27777 |      -0.00154 |      -0.00274 |       0.00058 |       5.39910 |       0.31579 |      57.45338 |      56.11439 |       5.53428 |      -0.00660 |      57.42845 |      -0.13396 |      -0.01464 |      51.88556 |       4.26200 |    1383.69238 |    1362.20325 |       1.00000 |    1384.17017 |      51.50000 |       4.00000 |   18003.11328 |     251.70726 |  -42954.73828 |      76.90813 |      -0.76624 |     -49.51597 |   16033.79492 |       2.63882 | 
    174.35318 |     174.16702 |     177.74530 |     177.74477 |     200.64206 |     204.54565 |     204.54565 |  -13396.13574 |    2920.46875 |    -546.89740 |      -0.00175 |      -0.00256 |       0.00057 |       5.39308 |       0.30643 |      57.45549 |      56.11647 |       5.53375 |      -0.00574 |      57.43059 |      -0.13945 |      -0.01420 |      51.88559 |       4.26207 |    1383.64648 |    1361.81689 |       1.00000 |    1384.14282 |      51.50000 |       4.00000 |   18007.98242 |     251.65840 |  -42957.87500 |      76.88235 |      -0.77480 |     -49.49538 |   16052.79883 |       2.64195 | 
    174.21350 |     174.02292 |     177.59795 |     177.59726 |     200.48132 |     204.37608 |     204.37604 |  -10487.10352 |  -18662.05469 |   -1954.29468 |      -0.00214 |      -0.00534 |       0.00050 |       5.37650 |       0.27224 |      57.46003 |      56.12096 |       5.53168 |      -0.00225 |      57.43495 |      -0.15397 |      -0.01437 |      51.88565 |       4.26223 |    1383.53198 |    1360.91223 |       1.00000 |    1384.07410 |      51.50000 |       4.00000 |   18019.27148 |     251.54268 |  -42965.14063 |      76.82215 |      -0.79746 |     -49.44846 |   16096.84473 |       2.64920 | 
    174.11813 |     173.92410 |     177.49687 |     177.49611 |     200.37158 |     204.25975 |     204.25974 |   -8594.07813 |  -26229.58594 |   -3086.95020 |      -0.00236 |      -0.00801 |       0.00042 |       5.36342 |       0.23286 |      57.46275 |      56.12364 |       5.52996 |       0.00158 |      57.43764 |      -0.16532 |      -0.01435 |      51.88569 |       4.26235 |    1383.44653 |    1360.28296 |       1.00000 |    1384.02417 |      51.50000 |       4.00000 |   18027.03906 |     251.46100 |  -42970.14063 |      76.78057 |      -0.81522 |     -49.41670 |   16127.14648 |       2.65419 | 
    174.02263 |     173.82600 |     177.39653 |     177.39568 |     200.26167 |     204.14430 |     204.14430 |   -7308.60059 |  -24681.38477 |   -3983.66455 |      -0.00254 |      -0.01058 |       0.00032 |       5.34925 |       0.17882 |      57.46492 |      56.12578 |       5.52809 |       0.00659 |      57.44000 |      -0.17763 |      -0.01357 |      51.88574 |       4.26246 |    1383.35510 |    1359.65088 |       1.00000 |    1383.97144 |      51.50000 |       4.00000 |   18034.76563 |     251.37782 |  -42975.11328 |      76.73904 |      -0.83448 |     -49.38556 |   16157.29102 |       2.65915 | 
    173.92824 |     173.72987 |     177.29817 |     177.29718 |     200.15305 |     204.03110 |     204.03108 |   -6145.69775 |  -22918.36523 |   -4992.42236 |      -0.00270 |      -0.01322 |       0.00019 |       5.33438 |       0.11016 |      57.46636 |      56.12719 |       5.52631 |       0.01277 |      57.44189 |      -0.19073 |      -0.01200 |      51.88578 |       4.26257 |    1383.25879 |    1359.02258 |       1.00000 |    1383.91589 |      51.50000 |       4.00000 |   18042.36328 |     251.29401 |  -42980.00391 |      76.69791 |      -0.85501 |     -49.35559 |   16186.93164 |       2.66403 | 
    173.84059 |     173.64101 |     177.20721 |     177.20610 |     200.05219 |     203.92642 |     203.92642 |   -5369.23779 |  -17169.77930 |   -5770.12256 |      -0.00282 |      -0.01519 |       0.00004 |       5.31987 |       0.03431 |      57.46695 |      56.12774 |       5.52475 |       0.01936 |      57.44320 |      -0.20370 |      -0.00945 |      51.88582 |       4.26267 |    1383.16309 |    1358.28174 |       1.00000 |    1383.86157 |      51.50000 |       4.00000 |   18049.40625 |     251.21437 |  -42984.53516 |      76.65951 |      -0.87530 |     -49.32845 |   16214.41211 |       2.66855 | 
    173.75645 |     173.55609 |     177.12032 |     177.11908 |     199.95537 |     203.82643 |     203.82645 |   -4726.16016 |  -12881.30859 |   -6467.96875 |      -0.00292 |      -0.01661 |      -0.00012 |       5.30542 |      -0.04673 |      57.46675 |      56.12751 |       5.52338 |       0.02619 |      57.44397 |      -0.21681 |      -0.00596 |      51.88586 |       4.26277 |    1383.06543 |    1357.33984 |       1.00000 |    1383.80603 |      51.50000 |       4.00000 |   18056.15820 |     251.13623 |  -42988.87891 |      76.62239 |      -0.89584 |     -49.30315 |   16240.75000 |       2.67288 | 
    173.60942 |     173.41139 |     176.97221 |     176.97066 |     199.78616 |     203.65599 |     203.65599 |   -3872.19238 |   -7704.48877 |   -7489.46777 |      -0.00307 |      -0.01825 |      -0.00044 |       5.27953 |      -0.19933 |      57.46429 |      56.12500 |       5.52133 |       0.03837 |      57.44401 |      -0.24073 |       0.00177 |      51.88593 |       4.26294 |    1382.88318 |    1355.71423 |       1.00000 |    1383.70154 |      51.50000 |       4.00000 |   18067.70313 |     250.99791 |  -42996.30859 |      76.55801 |      -0.93329 |     -49.26168 |   16285.79492 |       2.68030 | 
    173.52005 |     173.32231 |     176.88095 |     176.87918 |     199.68332 |     203.55096 |     203.55096 |   -3514.45630 |    -655.86572 |   -7909.69434 |      -0.00315 |      -0.01836 |      -0.00065 |       5.26290 |      -0.29779 |      57.46144 |      56.12211 |       5.52037 |       0.04586 |      57.44315 |      -0.25647 |       0.00801 |      51.88597 |       4.26304 |    1382.76086 |    1354.69714 |       1.00000 |    1383.63269 |      51.50000 |       4.00000 |   18074.85938 |     250.90930 |  -43000.91406 |      76.51754 |      -0.95794 |     -49.23734 |   16313.71973 |       2.68489 | 
    173.43143 |     173.23438 |     176.79086 |     176.78888 |     199.58133 |     203.44731 |     203.44733 |   -3645.36060 |   12691.80078 |   -7857.51123 |      -0.00323 |      -0.01778 |      -0.00087 |       5.24599 |      -0.39468 |      57.45746 |      56.11810 |       5.51960 |       0.05277 |      57.44155 |      -0.27267 |       0.01504 |      51.88601 |       4.26315 |    1382.63196 |    1353.68176 |       1.00000 |    1383.56030 |      51.50000 |       4.00000 |   18081.94922 |     250.81915 |  -43005.47656 |      76.47697 |      -0.98330 |     -49.21425 |   16341.37988 |       2.68945 | 
    173.33911 |     173.14334 |     176.69760 |     176.69530 |     199.47510 |     203.33998 |     203.33994 |   -3499.00098 |   16345.46484 |   -7828.03760 |      -0.00330 |      -0.01639 |      -0.00110 |       5.22795 |      -0.48941 |      57.45212 |      56.11272 |       5.51894 |       0.05894 |      57.43915 |      -0.29011 |       0.02315 |      51.88605 |       4.26326 |    1382.48938 |    1352.61707 |       1.00000 |    1383.47974 |      51.50000 |       4.00000 |   18089.32227 |     250.72279 |  -43010.21875 |      76.43428 |      -1.01059 |     -49.19133 |   16370.14160 |       2.69418 | 
    173.24719 |     173.05307 |     176.60509 |     176.60254 |     199.36931 |     203.23351 |     203.23351 |   -4017.32349 |   39297.17188 |   -6553.48389 |      -0.00339 |      -0.01255 |      -0.00130 |       5.20951 |      -0.56847 |      57.44566 |      56.10623 |       5.51817 |       0.06300 |      57.43623 |      -0.30784 |       0.03243 |      51.88609 |       4.26336 |    1382.33862 |    1351.54871 |       1.00000 |    1383.39392 |      51.50000 |       4.00000 |   18096.66211 |     250.62419 |  -43014.94531 |      76.39149 |      -1.03831 |     -49.16932 |   16398.77539 |       2.69889 | 
    173.16264 |     172.97018 |     176.52013 |     176.51727 |     199.27202 |     203.13574 |     203.13574 |   -3601.19604 |   32778.35156 |   -5999.34668 |      -0.00347 |      -0.00915 |      -0.00146 |       5.19204 |      -0.62255 |      57.43881 |      56.09935 |       5.51764 |       0.06473 |      57.43285 |      -0.32481 |       0.04068 |      51.88614 |       4.26346 |    1382.19153 |    1350.55493 |       1.00000 |    1383.31018 |      51.50000 |       4.00000 |   18103.43359 |     250.53073 |  -43019.30469 |      76.35156 |      -1.06485 |     -49.15001 |   16425.20117 |       2.70324 | 
    173.05792 |     172.86874 |     176.41612 |     176.41289 |     199.15150 |     203.01605 |     203.01607 |   15188.00000 |   31561.18945 |   -4999.02100 |      -0.00322 |      -0.00521 |      -0.00163 |       5.17091 |      -0.66620 |      57.42932 |      56.08982 |       5.51931 |       0.06431 |      57.42799 |      -0.34760 |       0.04979 |      51.88618 |       4.26358 |    1381.99902 |    1349.32007 |       1.00000 |    1383.19885 |      51.50000 |       4.00000 |   18111.76953 |     250.41219 |  -43024.67188 |      76.30206 |      -1.10049 |     -49.12729 |   16457.73047 |       2.70859 | 
    172.97200 |     172.78548 |     176.33070 |     176.32709 |     199.05263 |     202.91777 |     202.91779 |   32455.78516 |   41256.88672 |   -3444.09595 |      -0.00264 |      -0.00138 |      -0.00174 |       5.15576 |      -0.68273 |      57.42074 |      56.08121 |       5.52476 |       0.06175 |      57.42364 |      -0.36817 |       0.05661 |      51.88622 |       4.26368 |    1381.82971 |    1348.28796 |       1.00000 |    1383.10132 |      51.50000 |       4.00000 |   18118.66797 |     250.31100 |  -43029.11328 |      76.26105 |      -1.13267 |     -49.10908 |   16484.64258 |       2.71302 | 
    172.87706 |     172.69409 |     176.23694 |     176.23283 |     198.94337 |     202.80986 |     202.80986 |   28201.00977 |   43489.21875 |   -1683.44763 |      -0.00194 |       0.00342 |      -0.00181 |       5.14300 |      -0.67559 |      57.41072 |      56.07116 |       5.53520 |       0.05620 |      57.41860 |      -0.39130 |       0.06325 |      51.88626 |       4.26379 |    1381.63135 |    1347.13855 |       1.00000 |    1382.98621 |      51.50000 |       4.00000 |   18126.27344 |     250.19588 |  -43034.01172 |      76.21580 |      -1.16882 |     -49.08940 |   16514.32617 |       2.71791 | 
    172.78204 |     172.60304 |     176.14346 |     176.13885 |     198.83403 |     202.70229 |     202.70230 |   41198.81250 |   36401.35547 |      39.39933 |      -0.00091 |       0.00797 |      -0.00183 |       5.13535 |      -0.64108 |      57.40040 |      56.06080 |       5.55168 |       0.04791 |      57.41342 |      -0.41534 |       0.06813 |      51.88631 |       4.26391 |    1381.42017 |    1346.23987 |       1.00000 |    1382.86340 |      51.50000 |       4.00000 |   18133.89648 |     250.07672 |  -43038.92188 |      76.17052 |      -1.20640 |     -49.06996 |   16544.07617 |       2.72280 | 
    172.68732 |     172.51248 |     176.05048 |     176.04535 |     198.72502 |     202.59528 |     202.59529 |   33629.84766 |   26632.58203 |    1544.53137 |      -0.00006 |       0.01133 |      -0.00180 |       5.13302 |      -0.58470 |      57.39008 |      56.05044 |       5.57224 |       0.03757 |      57.40820 |      -0.43814 |       0.07048 |      51.88635 |       4.26402 |    1381.19751 |    1345.47278 |       1.00000 |    1382.73242 |      51.50000 |       4.00000 |   18141.50000 |     249.95418 |  -43043.82031 |      76.12544 |      -1.24195 |     -49.05072 |   16573.74805 |       2.72769 | 
    172.59200 |     172.42162 |     175.95715 |     175.95145 |     198.61533 |     202.48788 |     202.48784 |   26143.70898 |   19039.66602 |    3006.11816 |       0.00062 |       0.01377 |      -0.00173 |       5.13502 |      -0.51183 |      57.37997 |      56.04029 |       5.59580 |       0.02566 |      57.40313 |      -0.45961 |       0.07046 |      51.88639 |       4.26413 |    1380.96216 |    1344.69006 |       1.00000 |    1382.59241 |      51.50000 |       4.00000 |   18149.14453 |     249.82745 |  -43048.74609 |      76.08033 |      -1.27537 |     -49.03119 |   16603.58203 |       2.73260 | 
    172.49750 |     172.33160 |     175.86467 |     175.85851 |     198.50658 |     202.38145 |     202.38145 |   19002.15625 |   13156.96094 |    4420.02686 |       0.00113 |       0.01547 |      -0.00162 |       5.14033 |      -0.42816 |      57.37044 |      56.03073 |       5.62086 |       0.01284 |      57.39844 |      -0.47930 |       0.06830 |      51.88644 |       4.26424 |    1380.71838 |    1343.90405 |       1.00000 |    1382.44482 |      51.50000 |       4.00000 |   18156.71875 |     249.69864 |  -43053.62891 |      76.03596 |      -1.30594 |     -49.01141 |   16633.14844 |       2.73746 | 
    172.40244 |     172.24138 |     175.77191 |     175.76527 |     198.39719 |     202.27472 |     202.27469 |   12303.65625 |    8597.69336 |    5770.15234 |       0.00148 |       0.01661 |      -0.00147 |       5.14804 |      -0.33629 |      57.36163 |      56.02188 |       5.64672 |      -0.00059 |      57.39421 |      -0.49741 |       0.06422 |      51.88648 |       4.26435 |    1380.46411 |    1343.10559 |       1.00000 |    1382.28711 |      51.50000 |       4.00000 |   18164.31836 |     249.56642 |  -43058.52734 |      75.99187 |      -1.33399 |     -48.99096 |   16662.81055 |       2.74235 | 
    172.30652 |     172.15042 |     175.67844 |     175.67136 |     198.28680 |     202.16714 |     202.16713 |    5952.50049 |     204.63309 |    6849.32715 |       0.00168 |       0.01715 |      -0.00129 |       5.15734 |      -0.23882 |      57.35374 |      56.01396 |       5.67258 |      -0.01425 |      57.39050 |      -0.51396 |       0.05831 |      51.88653 |       4.26446 |    1380.19910 |    1342.52673 |       1.00000 |    1382.11890 |      51.50000 |       4.00000 |   18171.96680 |     249.43057 |  -43063.45703 |      75.94795 |      -1.35955 |     -48.96964 |   16692.66797 |       2.74726 | 
    172.21173 |     172.06071 |     175.58618 |     175.57870 |     198.17773 |     202.06097 |     202.06097 |    -103.78157 |  -17885.83008 |    7144.72217 |       0.00173 |       0.01585 |      -0.00109 |       5.16716 |      -0.14528 |      57.34708 |      56.00727 |       5.69696 |      -0.02689 |      57.38730 |      -0.52854 |       0.05031 |      51.88657 |       4.26457 |    1379.92993 |    1342.26880 |       1.00000 |    1381.94360 |      51.50000 |       4.00000 |   18179.50781 |     249.29424 |  -43068.32031 |      75.90503 |      -1.38196 |     -48.94800 |   16722.10547 |       2.75210 | 
    172.11615 |     171.97037 |     175.49327 |     175.48543 |     198.06773 |     201.95406 |     201.95406 |   -4789.38379 |  -18686.09961 |    7756.01416 |       0.00166 |       0.01432 |      -0.00087 |       5.17696 |      -0.05937 |      57.34163 |      56.00178 |       5.71995 |      -0.03832 |      57.38476 |      -0.54177 |       0.04115 |      51.88662 |       4.26468 |    1379.65210 |    1342.00208 |       1.00000 |    1381.75757 |      51.50000 |       4.00000 |   18187.09375 |     249.15488 |  -43073.21094 |      75.86240 |      -1.40223 |     -48.92532 |   16751.71680 |       2.75698 | 
    172.02032 |     171.87988 |     175.40021 |     175.39203 |     197.95746 |     201.84697 |     201.84697 |   -8931.05078 |  -24508.83789 |    7791.71631 |       0.00149 |       0.01172 |      -0.00065 |       5.18603 |       0.01378 |      57.33746 |      55.99757 |       5.74083 |      -0.04777 |      57.38276 |      -0.55363 |       0.03093 |      51.88666 |       4.26479 |    1379.36792 |    1341.72900 |       1.00000 |    1381.56213 |      51.50000 |       4.00000 |   18194.67578 |     249.01358 |  -43078.10156 |      75.82018 |      -1.42029 |     -48.90192 |   16781.32422 |       2.76185 | 
    171.92377 |     171.78879 |     175.30650 |     175.29799 |     197.84634 |     201.73912 |     201.73912 |  -11163.87891 |   -1531.86938 |    8612.47656 |       0.00124 |       0.00980 |      -0.00041 |       5.19390 |       0.07294 |      57.33459 |      55.99467 |       5.75961 |      -0.05524 |      57.38141 |      -0.56459 |       0.02064 |      51.88670 |       4.26490 |    1379.07617 |    1341.44873 |       1.00000 |    1381.35608 |      51.50000 |       4.00000 |   18202.30273 |     248.86969 |  -43083.02344 |      75.77825 |      -1.43693 |     -48.87748 |   16811.09961 |       2.76675 | 
    171.82845 |     171.69904 |     175.21414 |     175.20531 |     197.73665 |     201.63284 |     201.63286 |    4156.79199 |  -12729.67969 |    8405.79590 |       0.00138 |       0.00877 |      -0.00017 |       5.20158 |       0.12562 |      57.33313 |      55.99318 |       5.77867 |      -0.06128 |      57.38068 |      -0.57603 |       0.01128 |      51.88675 |       4.26501 |    1378.78284 |    1341.16626 |       1.00000 |    1381.14355 |      51.50000 |       4.00000 |   18209.82227 |     248.72604 |  -43087.87109 |      75.73743 |      -1.45430 |     -48.85261 |   16840.45313 |       2.77158 | 
    171.73239 |     171.60855 |     175.12105 |     175.11185 |     197.62611 |     201.52571 |     201.52570 |    -157.04097 |  -17116.59766 |    8065.36572 |       0.00142 |       0.00697 |       0.00007 |       5.20975 |       0.17000 |      57.33306 |      55.99306 |       5.79722 |      -0.06550 |      57.38029 |      -0.58645 |       0.00142 |      51.88679 |       4.26512 |    1378.48181 |    1340.87634 |       1.00000 |    1380.92090 |      51.50000 |       4.00000 |   18217.39258 |     248.57970 |  -43092.75391 |      75.69658 |      -1.47004 |     -48.82707 |   16870.00977 |       2.77645 | 
    171.63614 |     171.51782 |     175.02766 |     175.01820 |     197.51535 |     201.41826 |     201.41826 |   -3766.05859 |  -16938.45703 |    7639.81250 |       0.00137 |       0.00503 |       0.00029 |       5.21784 |       0.20354 |      57.33430 |      55.99427 |       5.81475 |      -0.06771 |      57.38029 |      -0.59593 |      -0.00818 |      51.88683 |       4.26523 |    1378.17554 |    1340.58118 |       1.00000 |    1380.68933 |      51.50000 |       4.00000 |   18224.97070 |     248.43164 |  -43097.64453 |      75.65598 |      -1.48428 |     -48.80096 |   16899.59766 |       2.78132 | 
    171.54002 |     171.42715 |     174.93434 |     174.92461 |     197.40474 |     201.31085 |     201.31085 |   -6717.79053 |  -14780.60449 |    7127.02148 |       0.00124 |       0.00327 |       0.00050 |       5.22534 |       0.22659 |      57.33681 |      55.99675 |       5.83092 |      -0.06799 |      57.38068 |      -0.60462 |      -0.01708 |      51.88688 |       4.26535 |    1377.86511 |    1340.28174 |       1.00000 |    1380.45007 |      51.50000 |       4.00000 |   18232.53516 |     248.28242 |  -43102.52344 |      75.61574 |      -1.49725 |     -48.77437 |   16929.12891 |       2.78618 | 
    171.47609 |     171.36676 |     174.87218 |     174.86229 |     197.33116 |     201.23932 |     201.23933 |   -8351.72070 |  -12954.59082 |    6736.12109 |       0.00112 |       0.00227 |       0.00063 |       5.22983 |       0.23683 |      57.33913 |      55.99904 |       5.84083 |      -0.06719 |      57.38112 |      -0.61005 |      -0.02250 |      51.88691 |       4.26542 |    1377.65613 |    1340.08008 |       1.00000 |    1380.28613 |      51.50000 |       4.00000 |   18237.56641 |     248.18245 |  -43105.76953 |      75.58910 |      -1.50533 |     -48.75643 |   16948.77148 |       2.78941 | 
    171.34065 |     171.24008 |     174.74181 |     174.73157 |     197.17531 |     201.08928 |     201.08928 |  -30344.24609 |   -9121.08789 |    5807.50293 |       0.00062 |       0.00058 |       0.00089 |       5.23710 |       0.24723 |      57.34557 |      56.00544 |       5.85830 |      -0.06316 |      57.38240 |      -0.62023 |      -0.03245 |      51.88697 |       4.26557 |    1377.21313 |    1339.65198 |       1.00000 |    1379.92810 |      51.50000 |       4.00000 |   18248.09570 |     247.97137 |  -43112.55859 |      75.53353 |      -1.52035 |     -48.71833 |   16989.88086 |       2.79617 | 
    171.25627 |     171.15958 |     174.65886 |     174.64844 |     197.07820 |     200.99384 |     200.99384 |  -29439.14063 |   -6756.43799 |    5113.47266 |       0.00001 |      -0.00016 |       0.00102 |       5.23848 |       0.24834 |      57.35059 |      56.01042 |       5.86515 |      -0.05934 |      57.38346 |      -0.62568 |      -0.03755 |      51.88700 |       4.26567 |    1376.92859 |    1339.37708 |       1.00000 |    1379.69751 |      51.50000 |       4.00000 |   18254.78125 |     247.83635 |  -43116.87109 |      75.49841 |      -1.52829 |     -48.69381 |   17015.98242 |       2.80047 | 
    171.17523 |     171.08214 |     174.57915 |     174.56856 |     196.98494 |     200.90210 |     200.90210 |  -28184.29102 |   -4896.09033 |    4451.86035 |      -0.00056 |      -0.00069 |       0.00114 |       5.23693 |       0.24645 |      57.35602 |      56.01582 |       5.86911 |      -0.05489 |      57.38461 |      -0.63118 |      -0.04161 |      51.88704 |       4.26576 |    1376.65247 |    1339.11023 |       1.00000 |    1379.47083 |      51.50000 |       4.00000 |   18261.21094 |     247.70578 |  -43121.01953 |      75.46476 |      -1.53630 |     -48.67005 |   17041.08398 |       2.80460 | 
    171.07970 |     170.99123 |     174.48555 |     174.47472 |     196.87500 |     200.79439 |     200.79439 |  -26309.05273 |   -3074.04980 |    3665.81909 |      -0.00119 |      -0.00112 |       0.00126 |       5.23162 |       0.24159 |      57.36305 |      56.02282 |       5.87082 |      -0.04888 |      57.38610 |      -0.63817 |      -0.04539 |      51.88708 |       4.26587 |    1376.32495 |    1338.79370 |       1.00000 |    1379.19678 |      51.50000 |       4.00000 |   18268.76367 |     247.55141 |  -43125.89063 |      75.42536 |      -1.54654 |     -48.64196 |   17070.56250 |       2.80945 | 
    170.98453 |     170.90062 |     174.39223 |     174.38115 |     196.76549 |     200.68701 |     200.68701 |  -23864.86914 |    2166.81641 |    3071.47192 |      -0.00177 |      -0.00085 |       0.00135 |       5.22288 |       0.23642 |      57.37066 |      56.03039 |       5.86995 |      -0.04242 |      57.38779 |      -0.64602 |      -0.04782 |      51.88713 |       4.26598 |    1375.99414 |    1338.47351 |       1.00000 |    1378.91663 |      51.50000 |       4.00000 |   18276.30469 |     247.39607 |  -43130.75391 |      75.38624 |      -1.55812 |     -48.61368 |   17100.00391 |       2.81430 | 
    170.88989 |     170.81038 |     174.29929 |     174.28792 |     196.65659 |     200.58005 |     200.58006 |  -21499.23633 |     -82.50593 |    2187.82275 |      -0.00229 |      -0.00085 |       0.00143 |       5.21102 |       0.23230 |      57.37872 |      56.03842 |       5.86690 |      -0.03569 |      57.38956 |      -0.65478 |      -0.04945 |      51.88717 |       4.26609 |    1375.65967 |    1338.14941 |       1.00000 |    1378.63135 |      51.50000 |       4.00000 |   18283.83008 |     247.23973 |  -43135.60547 |      75.34732 |      -1.57113 |     -48.58538 |   17129.38281 |       2.81913 | 
    170.79570 |     170.72049 |     174.20670 |     174.19499 |     196.54819 |     200.47350 |     200.47351 |  -18888.67773 |      87.52535 |    1398.13953 |      -0.00276 |      -0.00086 |       0.00148 |       5.19636 |       0.22813 |      57.38711 |      56.04677 |       5.86215 |      -0.02876 |      57.39146 |      -0.66467 |      -0.05021 |      51.88721 |       4.26620 |    1375.32056 |    1337.82068 |       1.00000 |    1378.34033 |      51.50000 |       4.00000 |   18291.35156 |     247.08202 |  -43140.45313 |      75.30863 |      -1.58587 |     -48.55698 |   17158.74414 |       2.82397 | 
